src_ip,dst_ip,src_port,dst_port,src_mac,dst_mac,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
172.28.97.1,172.28.96.1,42160,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:36,2178.0,145546.3728191001,918.2736455463729,459.13682277318645,459.13682277318645,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,50948,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:37,17694.0,17915.67763083531,113.03266644060132,56.51633322030066,56.51633322030066,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,34967,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:38,1443.0,219681.21968121966,1386.001386001386,693.000693000693,693.000693000693,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,33769,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:39,5743.0,55197.63189970399,348.25004353125547,174.12502176562774,174.12502176562774,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,59573,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:40,5257.0,60300.55164542514,380.44512079132585,190.22256039566292,190.22256039566292,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,43537,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:41,1404.0,225783.47578347576,1424.5014245014245,712.2507122507122,712.2507122507122,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,41710,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:42,1999.0,158579.28964482242,1000.5002501250626,500.2501250625313,500.2501250625313,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,57792,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:43,1724.0,183874.70997679813,1160.092807424594,580.046403712297,580.046403712297,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,57555,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:44,1613.0,196528.20830750154,1239.925604463732,619.962802231866,619.962802231866,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,55263,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:45,1557.0,203596.66024405908,1284.5215157353887,642.2607578676943,642.2607578676943,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,57396,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:46,1186.0,267284.9915682968,1686.3406408094436,843.1703204047218,843.1703204047218,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,34386,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:47,2460.0,128861.78861788618,813.0081300813008,406.5040650406504,406.5040650406504,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,51486,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:48,9038.0,35074.13144500996,221.28789555211333,110.64394777605666,110.64394777605666,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,41325,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:49,1448.0,218922.65193370165,1381.2154696132595,690.6077348066298,690.6077348066298,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,50862,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:50,2392.0,132525.08361204012,836.1204013377926,418.0602006688963,418.0602006688963,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,41693,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:51,2024.0000000000002,156620.55335968378,988.1422924901185,494.07114624505925,494.07114624505925,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,55548,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:52,1354.0,234121.1225997046,1477.1048744460857,738.5524372230428,738.5524372230428,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,41480,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:53,2067.0,153362.36090953075,967.5858732462507,483.79293662312534,483.79293662312534,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,32872,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:54,5911.0,53628.827609541535,338.3522246658772,169.1761123329386,169.1761123329386,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,55426,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:55,25715.0,12327.435349018084,77.77561734396268,38.88780867198134,38.88780867198134,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,34817,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:56,1964.0,161405.29531568228,1018.3299389002036,509.1649694501018,509.1649694501018,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,33799,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:57,1489.0,212894.56010745466,1343.183344526528,671.591672263264,671.591672263264,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,42216,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:58,9894.0,32039.61997170002,202.14271275520517,101.07135637760258,101.07135637760258,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,36769,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:12:59,1475.0,214915.25423728814,1355.9322033898306,677.9661016949153,677.9661016949153,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
172.28.97.1,172.28.96.1,56763,53,00:15:5d:41:6c:2c,00:15:5d:b0:77:a2,17,2024-03-12 17:13:00,2260.0,140265.48672566374,884.9557522123895,442.47787610619474,442.47787610619474,1,1,87,230,87.0,87.0,87.0,0.0,230.0,230.0,230.0,0.0,230,87,158.5,71.5,5112.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,158.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,230.0,0,1,1,87,230
