#open,2024-03-10-20-06-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#fields,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097550.795947,CpN3Sb3gRSilO1EhP3,172.28.97.1,43403,172.28.96.1,53,udp,dns,0.001611,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097551.797521,CBs4Oo1dxbHW29qsNh,172.28.97.1,51832,172.28.96.1,53,udp,dns,0.001507,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097552.796600,CUSq094xpQoKdJuaIh,172.28.97.1,45013,172.28.96.1,53,udp,dns,0.001842,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097553.800108,ClaViTecDoC7q4BA3,172.28.97.1,45208,172.28.96.1,53,udp,dns,0.020518,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097554.797452,CLbfMv4ZzlQ2Wyvq8b,172.28.97.1,56986,172.28.96.1,53,udp,dns,0.004774,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097555.799725,CPuu2l1xR81AwaBb15,172.28.97.1,45680,172.28.96.1,53,udp,dns,0.001509,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097556.802564,CSRITD2DUp3rMKKXi5,172.28.97.1,45324,172.28.96.1,53,udp,dns,0.003064,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097557.989568,Cexbtw1PkoKbJsEz9h,172.28.97.1,53305,172.28.96.1,53,udp,dns,0.001601,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097558.811233,CGDsSj3MufF8w3kYi5,172.28.97.1,58635,172.28.96.1,53,udp,dns,0.001982,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097559.896574,CAom6D3CSj1z17yWMk,172.28.97.1,51040,172.28.96.1,53,udp,dns,0.001323,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097560.812253,CdbaAzm2lSJ25zQ72,172.28.97.1,47543,172.28.96.1,53,udp,dns,0.001725,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097561.810759,C9YhZX2rSd0FXCMvO6,172.28.97.1,53277,172.28.96.1,53,udp,dns,0.001546,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097563.090682,CFjVJX2jlZOYwfGnre,172.28.97.1,38312,172.28.96.1,53,udp,dns,0.001482,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097563.811797,CIPVAA5RIgQd1Cqe5,172.28.97.1,45588,172.28.96.1,53,udp,dns,0.007101,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097564.821762,CNz3z41nQ6AM6LKvDc,172.28.97.1,34447,172.28.96.1,53,udp,dns,0.011323,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097565.821305,CcFFGf44fkqRGxyREh,172.28.97.1,57540,172.28.96.1,53,udp,dns,0.001704,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097566.825441,CYVDWF2KlgnYhVetD9,172.28.97.1,44356,172.28.96.1,53,udp,dns,0.018994,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097567.824146,CGp0wxMH0lfgCNTfe,172.28.97.1,45417,172.28.96.1,53,udp,dns,0.012244,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097568.826084,Cbfs993l37oEBhTba9,172.28.97.1,40261,172.28.96.1,53,udp,dns,0.001781,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097569.832675,C623or498BHvZ9Cgt7,172.28.97.1,37599,172.28.96.1,53,udp,dns,0.009490,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097570.824714,CRgpeh3oqyqIiYrQ6l,172.28.97.1,48354,172.28.96.1,53,udp,dns,0.005262,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097571.831861,Cn7lSizP45b0lfXg,172.28.97.1,60056,172.28.96.1,53,udp,dns,0.018174,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097572.832457,Cx2Zys4g8hNreStTGc,172.28.97.1,41646,172.28.96.1,53,udp,dns,0.006838,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097573.837669,CdDnsgSgVwJzeq1Ad,172.28.97.1,41619,172.28.96.1,53,udp,dns,0.002421,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097574.837686,CbsajP3ZC7V2vGHWXd,172.28.97.1,47924,172.28.96.1,53,udp,dns,0.010641,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097575.837563,CEoloR1YBcSkZjiANe,172.28.97.1,43022,172.28.96.1,53,udp,dns,0.001600,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097576.840661,CVkx5u1jBsnRHE8Xk8,172.28.97.1,34607,172.28.96.1,53,udp,dns,0.002217,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097577.838810,CgIt3rhpMRVsoPk2,172.28.97.1,59110,172.28.96.1,53,udp,dns,0.003669,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097578.845707,CrINSG3wWQKFT5MLB5,172.28.97.1,51856,172.28.96.1,53,udp,dns,0.002686,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710097579.848823,C3S8Ll1tUfSUHS0lJ7,172.28.97.1,39606,172.28.96.1,53,udp,dns,0.010474,0,185,SHR,T,T,0,Cd,0,0,1,213,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
