#open,2024-03-12-14-58-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#fields,uid,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,bwd_last_window_size,,,,,,,,,,,,,,,,,,
CaVIk44H7BXKR7vwW9,0.002811,1,1,1,1,355.750975,355.750975,711.501951,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,0.0,188.0,188.0,188.0,188.0,0.0,45.0,188.0,233.0,116.5,101.11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2810.955048,2810.955048,2810.955048,2810.955048,0.0,82889.977269,1.0,1.0,45.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,2810.955048,2810.955048,2810.955048,2810.955048,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CTszAl3YyjK0FPwiAg,0.001495,1,1,1,1,668.948006,668.948006,1337.896013,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,0.0,188.0,188.0,188.0,188.0,0.0,45.0,188.0,233.0,116.5,101.11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1494.884491,1494.884491,1494.884491,1494.884491,0.0,155864.885486,1.0,1.0,45.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1494.884491,1494.884491,1494.884491,1494.884491,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CAxVIJ2g1BsFI0VMl4,0.001138,1,1,1,1,878.756338,878.756338,1757.512675,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,0.0,188.0,188.0,188.0,188.0,0.0,45.0,188.0,233.0,116.5,101.11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.971878,1137.971878,1137.971878,1137.971878,0.0,204750.226692,1.0,1.0,45.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1137.971878,1137.971878,1137.971878,1137.971878,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CUYBhV33KKNLG1enL3,0.004947,1,1,1,1,202.135133,202.135133,404.270265,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,0.0,188.0,188.0,188.0,188.0,0.0,45.0,188.0,233.0,116.5,101.11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4947.185516,4947.185516,4947.185516,4947.185516,0.0,47097.48588,1.0,1.0,45.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,4947.185516,4947.185516,4947.185516,4947.185516,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CVUR7u3lS3Lj4sjKC9,0.001712,1,1,1,1,584.083554,584.083554,1168.167108,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,0.0,188.0,188.0,188.0,188.0,0.0,45.0,188.0,233.0,116.5,101.11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1712.083817,1712.083817,1712.083817,1712.083817,0.0,136091.468041,1.0,1.0,45.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1712.083817,1712.083817,1712.083817,1712.083817,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CA0msd2W9OfJYZbVzi,0.001554,1,1,1,1,643.495551,643.495551,1286.991102,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,0.0,188.0,188.0,188.0,188.0,0.0,45.0,188.0,233.0,116.5,101.11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1554.012299,1554.012299,1554.012299,1554.012299,0.0,149934.463332,1.0,1.0,45.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1554.012299,1554.012299,1554.012299,1554.012299,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CFacvw19v71U4HNnT9,0.001909,1,1,1,1,523.829649,523.829649,1047.659298,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,0.0,188.0,188.0,188.0,188.0,0.0,45.0,188.0,233.0,116.5,101.11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1909.017563,1909.017563,1909.017563,1909.017563,0.0,122052.30823,1.0,1.0,45.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1909.017563,1909.017563,1909.017563,1909.017563,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Cs1P6l3SFGAvyaBXQk,0.001762,1,1,1,1,567.488026,567.488026,1134.976052,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,0.0,188.0,188.0,188.0,188.0,0.0,45.0,188.0,233.0,116.5,101.11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1762.151718,1762.151718,1762.151718,1762.151718,0.0,132224.710053,1.0,1.0,45.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1762.151718,1762.151718,1762.151718,1762.151718,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Cvwgsh1ztT8PDVMVQb,0.001421,1,1,1,1,703.742282,703.742282,1407.484564,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,0.0,188.0,188.0,188.0,188.0,0.0,45.0,188.0,233.0,116.5,101.11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.974731,1420.974731,1420.974731,1420.974731,0.0,163971.951678,1.0,1.0,45.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,1420.974731,1420.974731,1420.974731,1420.974731,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CMFhCN1KjAGytLif65,0.002571,1,1,1,1,388.973755,388.973755,777.94751,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,45.0,45.0,45.0,45.0,0.0,188.0,188.0,188.0,188.0,0.0,45.0,188.0,233.0,116.5,101.11627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.867538,2570.867538,2570.867538,2570.867538,0.0,90630.884911,1.0,1.0,45.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,2570.867538,2570.867538,2570.867538,2570.867538,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
