#open,2024-03-10-19-34-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#fields,uid,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,bwd_last_window_size,,,,,,,,,,,,,,,,,,
CdXnWE2eogI2BEJvnc,0.003744,1,1,1,1,267.085074,267.085074,534.170148,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3744.125366,3744.125366,3744.125366,3744.125366,0.0,61162.481915,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,3744.125366,3744.125366,3744.125366,3744.125366,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CPjDPd20B5j4LsZoBd,0.010967,1,1,1,1,91.182504,91.182504,182.365008,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10967.01622,10967.01622,10967.01622,10967.01622,0.0,20880.793409,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,10967.01622,10967.01622,10967.01622,10967.01622,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CcajRw3PXRCpw9FpJ5,0.001638,1,1,1,1,610.435744,610.435744,1220.871489,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1638.174057,1638.174057,1638.174057,1638.174057,0.0,139789.785475,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1638.174057,1638.174057,1638.174057,1638.174057,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Cvgzs6256DRZQodII3,0.001549,1,1,1,1,645.575496,645.575496,1291.150993,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1549.005508,1549.005508,1549.005508,1549.005508,0.0,147836.788672,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1549.005508,1549.005508,1549.005508,1549.005508,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CK4AiX3egODLG2oEf6,0.001542,1,1,1,1,648.470006,648.470006,1296.940012,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.09137,1542.09137,1542.09137,1542.09137,0.0,148499.631416,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1542.09137,1542.09137,1542.09137,1542.09137,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
C2QmK62pHs7M9tiCyk,0.002343,1,1,1,1,426.770859,426.770859,853.541718,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2343.177795,2343.177795,2343.177795,2343.177795,0.0,97730.526659,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,2343.177795,2343.177795,2343.177795,2343.177795,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CHWEzk4Im4aKmG1DEc,0.015446,1,1,1,1,64.7419,64.7419,129.4838,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15445.947647,15445.947647,15445.947647,15445.947647,0.0,14825.89513,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,15445.947647,15445.947647,15445.947647,15445.947647,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CeJPIF07fuvEDKUsg,0.006130,1,1,1,1,163.132667,163.132667,326.265334,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6129.980087,6129.980087,6129.980087,6129.980087,0.0,37357.380732,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,6129.980087,6129.980087,6129.980087,6129.980087,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CKAVt0uvqxrlO3wd,0.001926,1,1,1,1,519.161282,519.161282,1038.322565,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1926.183701,1926.183701,1926.183701,1926.183701,0.0,118887.933655,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1926.183701,1926.183701,1926.183701,1926.183701,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CS8LEW1TKPMN4Az8K,0.011600,1,1,1,1,86.206766,86.206766,172.413532,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11600.017548,11600.017548,11600.017548,11600.017548,0.0,19741.349447,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,11600.017548,11600.017548,11600.017548,11600.017548,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
