#open,2024-03-10-20-06-51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#fields,uid,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,bwd_last_window_size,,,,,,,,,,,,,,,,,,
CpN3Sb3gRSilO1EhP3,0.001611,1,1,1,1,620.734646,620.734646,1241.469291,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.994339,1610.994339,1610.994339,1610.994339,0.0,142148.233832,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1610.994339,1610.994339,1610.994339,1610.994339,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CBs4Oo1dxbHW29qsNh,0.001507,1,1,1,1,663.655696,663.655696,1327.311392,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506.80542,1506.80542,1506.80542,1506.80542,0.0,151977.15443,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1506.80542,1506.80542,1506.80542,1506.80542,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CUSq094xpQoKdJuaIh,0.001842,1,1,1,1,542.951974,542.951974,1085.903948,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1841.783524,1841.783524,1841.783524,1841.783524,0.0,124336.002071,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1841.783524,1841.783524,1841.783524,1841.783524,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
ClaViTecDoC7q4BA3,0.020518,1,1,1,1,48.737541,48.737541,97.475081,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20518.064499,20518.064499,20518.064499,20518.064499,0.0,11160.89678,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,20518.064499,20518.064499,20518.064499,20518.064499,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CLbfMv4ZzlQ2Wyvq8b,0.004774,1,1,1,1,209.463843,209.463843,418.927687,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4774.093628,4774.093628,4774.093628,4774.093628,0.0,47967.220136,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,4774.093628,4774.093628,4774.093628,4774.093628,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CPuu2l1xR81AwaBb15,0.001509,1,1,1,1,662.711961,662.711961,1325.423922,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1508.951187,1508.951187,1508.951187,1508.951187,0.0,151761.039027,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1508.951187,1508.951187,1508.951187,1508.951187,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CSRITD2DUp3rMKKXi5,0.003064,1,1,1,1,326.354186,326.354186,652.708372,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3064.155579,3064.155579,3064.155579,3064.155579,0.0,74735.108621,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,3064.155579,3064.155579,3064.155579,3064.155579,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Cexbtw1PkoKbJsEz9h,0.001601,1,1,1,1,624.617126,624.617126,1249.234252,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.980759,1600.980759,1600.980759,1600.980759,0.0,143037.321817,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.980759,1600.980759,1600.980759,1600.980759,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CGDsSj3MufF8w3kYi5,0.001982,1,1,1,1,504.547576,504.547576,1009.095152,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.973648,1981.973648,1981.973648,1981.973648,0.0,115541.394924,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1981.973648,1981.973648,1981.973648,1981.973648,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CAom6D3CSj1z17yWMk,0.001323,1,1,1,1,755.866643,755.866643,1511.733285,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1322.984695,1322.984695,1322.984695,1322.984695,0.0,173093.461164,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1322.984695,1322.984695,1322.984695,1322.984695,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
