#open,2024-03-18-10-41-50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#fields,uid,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,bwd_last_window_size,,,,,,,,,,,,,,,,,,
COxZ1o4qkCppk3VO1k,6.390888,7,0,7,0,1.095309,0.0,1.095309,0.0,56,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,656.0,656.0,4592.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,656.0,4592.0,656.0,0.0,158256.76918,2010099.172592,6390887.975693,1065147.995949,823009.008935,0.0,0.0,0.0,0.0,0.0,158256.76918,2010099.172592,6390887.975693,1065147.995949,823009.008935,718.523,1.75,0.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6390887.975693,6390887.975693,6390887.975693,6390887.975693,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
C5hEWm233N9LVECNYg,6.392942,7,0,7,0,1.094958,0.0,1.094958,0.0,56,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,656.0,656.0,4592.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,656.0,656.0,4592.0,656.0,0.0,158560.037613,2010315.895081,6392941.951752,1065490.325292,823331.853116,0.0,0.0,0.0,0.0,0.0,158560.037613,2010315.895081,6392941.951752,1065490.325292,823331.853116,718.292147,1.75,0.0,1148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6392941.951752,6392941.951752,6392941.951752,6392941.951752,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CdFvRQ3StVDD2STd4,59.581829,38,0,38,0,0.637778,0.0,0.637778,0.0,304,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,56.0,56.0,2128.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,56.0,2128.0,56.0,0.0,1080404.043198,3529247.045517,59581828.832626,1610319.698179,444498.771332,0.0,0.0,0.0,0.0,0.0,1080404.043198,3529247.045517,59581828.832626,1610319.698179,444498.771332,35.715587,1.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59581828.832626,59581828.832626,59581828.832626,59581828.832626,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
