#open,2024-03-10-19-28-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#fields,uid,flow_duration,fwd_pkts_tot,bwd_pkts_tot,fwd_data_pkts_tot,bwd_data_pkts_tot,fwd_pkts_per_sec,bwd_pkts_per_sec,flow_pkts_per_sec,down_up_ratio,fwd_header_size_tot,fwd_header_size_min,fwd_header_size_max,bwd_header_size_tot,bwd_header_size_min,bwd_header_size_max,flow_FIN_flag_count,flow_SYN_flag_count,flow_RST_flag_count,fwd_PSH_flag_count,bwd_PSH_flag_count,flow_ACK_flag_count,fwd_URG_flag_count,bwd_URG_flag_count,flow_CWR_flag_count,flow_ECE_flag_count,fwd_pkts_payload.min,fwd_pkts_payload.max,fwd_pkts_payload.tot,fwd_pkts_payload.avg,fwd_pkts_payload.std,bwd_pkts_payload.min,bwd_pkts_payload.max,bwd_pkts_payload.tot,bwd_pkts_payload.avg,bwd_pkts_payload.std,flow_pkts_payload.min,flow_pkts_payload.max,flow_pkts_payload.tot,flow_pkts_payload.avg,flow_pkts_payload.std,fwd_iat.min,fwd_iat.max,fwd_iat.tot,fwd_iat.avg,fwd_iat.std,bwd_iat.min,bwd_iat.max,bwd_iat.tot,bwd_iat.avg,bwd_iat.std,flow_iat.min,flow_iat.max,flow_iat.tot,flow_iat.avg,flow_iat.std,payload_bytes_per_second,fwd_subflow_pkts,bwd_subflow_pkts,fwd_subflow_bytes,bwd_subflow_bytes,fwd_bulk_bytes,bwd_bulk_bytes,fwd_bulk_packets,bwd_bulk_packets,fwd_bulk_rate,bwd_bulk_rate,active.min,active.max,active.tot,active.avg,active.std,idle.min,idle.max,idle.tot,idle.avg,idle.std,fwd_init_window_size,bwd_init_window_size,fwd_last_window_size,bwd_last_window_size,,,,,,,,,,,,,,,,,,
CacOLu4mb8Zuea1NBe,0.002490,1,1,1,1,401.599387,401.599387,803.198774,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2490.04364,2490.04364,2490.04364,2490.04364,0.0,91966.259671,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,2490.04364,2490.04364,2490.04364,2490.04364,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Ce9xwp4D1ORSOXOgb5,0.001746,1,1,1,1,572.757613,572.757613,1145.515226,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.939255,1745.939255,1745.939255,1745.939255,0.0,131161.493377,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1745.939255,1745.939255,1745.939255,1745.939255,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
C6OWu7YiAWkeffSH7,0.001325,1,1,1,1,754.642677,754.642677,1509.285354,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.130463,1325.130463,1325.130463,1325.130463,0.0,172813.173084,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1325.130463,1325.130463,1325.130463,1325.130463,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
C0EwEu1jxdElbu7m83,0.001794,1,1,1,1,557.456672,557.456672,1114.913344,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1793.861389,1793.861389,1793.861389,1793.861389,0.0,127657.577884,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1793.861389,1793.861389,1793.861389,1793.861389,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CyT8zL3CgdOTG9xlOa,0.008821,1,1,1,1,113.36876,113.36876,226.737519,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8820.772171,8820.772171,8820.772171,8820.772171,0.0,25961.445955,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,8820.772171,8820.772171,8820.772171,8820.772171,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CKqYxm3XT1iySyB0pk,0.001357,1,1,1,1,736.87702,736.87702,1473.754041,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.078552,1357.078552,1357.078552,1357.078552,0.0,168744.837667,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1357.078552,1357.078552,1357.078552,1357.078552,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
C8SuWu1eMtiW6gxSj4,0.003450,1,1,1,1,289.862059,289.862059,579.724119,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3449.91684,3449.91684,3449.91684,3449.91684,0.0,66378.41161,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,3449.91684,3449.91684,3449.91684,3449.91684,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CenPqf1b2eVM9EEjzi,0.027985,1,1,1,1,35.733611,35.733611,71.467221,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27984.857559,27984.857559,27984.857559,27984.857559,0.0,8182.996805,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,27984.857559,27984.857559,27984.857559,27984.857559,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Cp4jc14EIdpXv8m7b,0.008609,1,1,1,1,116.159965,116.159965,232.319929,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8608.818054,8608.818054,8608.818054,8608.818054,0.0,26600.631882,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,8608.818054,8608.818054,8608.818054,8608.818054,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
CSyanSd6t0GwVGoDc,0.001531,1,1,1,1,653.114917,653.114917,1306.229835,1.0,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,44.0,44.0,44.0,44.0,0.0,185.0,185.0,185.0,185.0,0.0,44.0,185.0,229.0,114.5,99.702056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1531.124115,1531.124115,1531.124115,1531.124115,0.0,149563.316101,1.0,1.0,44.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,1531.124115,1531.124115,1531.124115,1531.124115,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,,,,,,,,,,,,,,,,,,,
