#open,2024-03-21-13-40-55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#fields,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024801.893095,C8Hwnr3vMfNCvAY7M5,172.28.97.1,51708,52.168.117.171,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024804.879860,CHP9c04NML14623Dfa,172.28.97.1,40974,52.168.117.171,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024801.838302,Cavmz44gdxprdmfWd3,172.28.97.1,35033,172.28.96.1,53,udp,dns,0.053485,0,510,SHR,T,T,0,Cd,0,0,2,566,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024804.866378,CVu7NgCAvZWoXivlj,172.28.97.1,35688,172.28.96.1,53,udp,dns,0.002496,0,510,SHR,T,T,0,Cd,0,0,2,566,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024814.848567,CY6Po73tgG8VmLLd4b,172.28.97.1,59558,52.168.117.171,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024818.010535,Cj1GTtS8tHwXGt9eb,172.28.97.1,59568,52.168.117.171,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024814.784958,CjZJ9J17sjaNuZ1VUg,172.28.97.1,60697,172.28.96.1,53,udp,dns,0.052577,0,510,SHR,T,T,0,Cd,0,0,2,566,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024817.992591,CJHsfQflKguSTC0Fk,172.28.97.1,56897,172.28.96.1,53,udp,dns,0.017193,0,510,SHR,T,T,0,Cd,0,0,2,566,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024845.682207,CXPT44prAiTKcUM8,172.28.96.1,59636,239.255.255.250,1900,udp,-,6.012273,411,0,S0,T,F,0,D,3,495,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024845.573425,CLPmulYffZWDHWFIh,fe80::215:5dff:fe1b:d02a,133,ff02::2,134,icmp,-,-,-,-,OTH,T,F,0,-,1,56,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024829.005176,CGFZAn3UTkKYygffT4,172.28.96.1,52745,239.255.255.250,1900,udp,-,3.029369,700,0,S0,T,F,0,D,4,812,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024818.099710,CYDJlO3u62WVsHAY1l,172.28.97.1,59568,52.168.117.171,443,tcp,-,0.381344,0,5197,SHR,T,F,0,^hCdcafC,0,0,9,1178,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024815.041967,CQQJSQ1jPyGGtmYmU9,172.28.97.1,59558,52.168.117.171,443,tcp,-,0.613705,0,5198,SHR,T,F,0,^hCdacfC,0,0,7,1039,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024805.008944,CD8UuI27aaRUYeyxEd,172.28.97.1,40974,52.168.117.171,443,tcp,-,1.186025,0,5198,SHR,T,F,0,^hCdcaf,0,0,6,987,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711024802.036672,CmGZa73HD13J5krhO5,172.28.97.1,51708,52.168.117.171,443,tcp,-,0.820026,0,5198,SHR,T,F,0,^hCdcafC,0,0,7,1039,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
